time_s,frame_id,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,battery_percent,mission_state,safety_status,severity,recommended_action,supervisor_mode,active_response,response_reason,detail
47.04,px4_local_ned_converted,0.03,-0.01,1.64,-0.08,-0.04,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.14,px4_local_ned_converted,0.03,-0.01,1.64,-0.08,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.25,px4_local_ned_converted,0.03,-0.01,1.63,-0.08,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.35,px4_local_ned_converted,0.03,-0.01,1.63,-0.08,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.46,px4_local_ned_converted,0.02,-0.01,1.63,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.56,px4_local_ned_converted,0.03,-0.01,1.63,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.67,px4_local_ned_converted,0.02,-0.01,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.77,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.87,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
47.98,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.08,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.19,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.29,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.39,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.5,px4_local_ned_converted,0.02,-0.02,1.64,-0.07,-0.03,0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.6,px4_local_ned_converted,0.01,-0.02,1.64,-0.07,-0.03,0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.7,px4_local_ned_converted,0.01,-0.02,1.64,-0.06,-0.03,0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.81,px4_local_ned_converted,0.01,-0.02,1.65,-0.06,-0.03,-0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
48.91,px4_local_ned_converted,0.01,-0.02,1.65,-0.06,-0.03,-0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.02,px4_local_ned_converted,0.01,-0.03,1.65,-0.06,-0.02,-0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.12,px4_local_ned_converted,0.01,-0.02,1.65,-0.06,-0.02,-0.0,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.23,px4_local_ned_converted,0.01,-0.02,1.65,-0.06,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.33,px4_local_ned_converted,0.01,-0.03,1.65,-0.06,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.43,px4_local_ned_converted,0.0,-0.03,1.65,-0.06,-0.03,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.54,px4_local_ned_converted,0.0,-0.03,1.66,-0.06,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.64,px4_local_ned_converted,0.0,-0.03,1.66,-0.06,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.75,px4_local_ned_converted,0.0,-0.03,1.66,-0.06,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.85,px4_local_ned_converted,-0.0,-0.03,1.66,-0.06,-0.02,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
49.95,px4_local_ned_converted,0.0,-0.04,1.66,-0.05,-0.02,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.06,px4_local_ned_converted,0.0,-0.04,1.66,-0.05,-0.02,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.16,px4_local_ned_converted,0.0,-0.04,1.66,-0.05,-0.02,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.26,px4_local_ned_converted,0.0,-0.04,1.66,-0.05,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.36,px4_local_ned_converted,0.01,-0.05,1.66,-0.05,-0.02,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.47,px4_local_ned_converted,0.01,-0.05,1.66,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.57,px4_local_ned_converted,0.01,-0.05,1.66,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.68,px4_local_ned_converted,0.01,-0.05,1.66,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.78,px4_local_ned_converted,0.02,-0.05,1.67,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.89,px4_local_ned_converted,0.02,-0.05,1.67,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
50.99,px4_local_ned_converted,0.02,-0.05,1.67,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.09,px4_local_ned_converted,0.02,-0.05,1.67,-0.05,-0.01,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.2,px4_local_ned_converted,0.03,-0.05,1.68,-0.05,-0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.3,px4_local_ned_converted,0.03,-0.05,1.68,-0.06,-0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.4,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.51,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.61,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.71,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.81,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
51.92,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.02,px4_local_ned_converted,0.02,-0.05,1.69,-0.06,-0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.13,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,-0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.23,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.34,px4_local_ned_converted,0.02,-0.05,1.69,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.44,px4_local_ned_converted,0.01,-0.05,1.69,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.54,px4_local_ned_converted,0.01,-0.05,1.69,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.65,px4_local_ned_converted,0.01,-0.05,1.69,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.75,px4_local_ned_converted,0.01,-0.05,1.7,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.86,px4_local_ned_converted,0.01,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
52.96,px4_local_ned_converted,0.0,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.06,px4_local_ned_converted,-0.0,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.17,px4_local_ned_converted,0.0,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.27,px4_local_ned_converted,-0.0,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.38,px4_local_ned_converted,-0.0,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.48,px4_local_ned_converted,-0.01,-0.05,1.7,-0.06,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.59,px4_local_ned_converted,-0.0,-0.05,1.7,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.69,px4_local_ned_converted,-0.01,-0.05,1.7,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.79,px4_local_ned_converted,-0.01,-0.05,1.7,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
53.9,px4_local_ned_converted,-0.01,-0.05,1.7,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.0,px4_local_ned_converted,-0.0,-0.05,1.7,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.11,px4_local_ned_converted,-0.0,-0.05,1.7,-0.04,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.21,px4_local_ned_converted,-0.0,-0.05,1.69,-0.05,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.31,px4_local_ned_converted,0.0,-0.05,1.69,-0.04,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.42,px4_local_ned_converted,0.01,-0.05,1.69,-0.04,0.0,-0.05,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.52,px4_local_ned_converted,0.01,-0.05,1.68,-0.04,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.63,px4_local_ned_converted,0.01,-0.05,1.68,-0.04,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.73,px4_local_ned_converted,0.01,-0.05,1.68,-0.04,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.84,px4_local_ned_converted,0.01,-0.05,1.68,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
54.94,px4_local_ned_converted,0.01,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.04,px4_local_ned_converted,0.01,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.15,px4_local_ned_converted,0.01,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.25,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.36,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.46,px4_local_ned_converted,0.01,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.57,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.67,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.77,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.88,px4_local_ned_converted,0.02,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
55.98,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.08,px4_local_ned_converted,0.02,-0.05,1.68,-0.05,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.19,px4_local_ned_converted,0.01,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.29,px4_local_ned_converted,0.01,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.4,px4_local_ned_converted,0.01,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.5,px4_local_ned_converted,0.01,-0.05,1.68,-0.06,0.0,-0.04,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.61,px4_local_ned_converted,0.0,-0.05,1.68,-0.06,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.71,px4_local_ned_converted,0.0,-0.05,1.67,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.81,px4_local_ned_converted,0.0,-0.05,1.67,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
56.92,px4_local_ned_converted,-0.0,-0.05,1.67,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.02,px4_local_ned_converted,-0.01,-0.05,1.67,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.13,px4_local_ned_converted,-0.01,-0.05,1.67,-0.05,0.0,-0.03,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.23,px4_local_ned_converted,-0.01,-0.05,1.67,-0.04,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.34,px4_local_ned_converted,-0.01,-0.05,1.67,-0.04,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.44,px4_local_ned_converted,-0.01,-0.05,1.67,-0.04,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.55,px4_local_ned_converted,-0.01,-0.05,1.67,-0.04,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.65,px4_local_ned_converted,-0.01,-0.05,1.67,-0.03,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.75,px4_local_ned_converted,-0.01,-0.05,1.67,-0.03,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.85,px4_local_ned_converted,-0.02,-0.05,1.66,-0.03,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
57.95,px4_local_ned_converted,-0.02,-0.06,1.66,-0.03,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.06,px4_local_ned_converted,-0.02,-0.06,1.66,-0.03,0.0,-0.02,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.16,px4_local_ned_converted,-0.02,-0.06,1.66,-0.03,0.0,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.27,px4_local_ned_converted,-0.02,-0.06,1.66,-0.03,0.0,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.37,px4_local_ned_converted,-0.02,-0.06,1.66,-0.02,0.0,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.47,px4_local_ned_converted,-0.02,-0.06,1.65,-0.02,0.0,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
58.58,px4_local_ned_converted,-0.02,-0.06,1.65,-0.02,0.0,-0.01,100.0,PX4_TELEMETRY,SAFE,INFO,CONTINUE,RETURNING_HOME,RETURN_TO_HOME,GEOFENCE_VIOLATION,All monitored constraints satisfied
